cluster_id,concept,count
435,covert,2
435,distancing,1
435,social psychology,1
435,sociology,1
435,devaluation,1
435,psychology,1
435,coronavirus disease 2019 (covid-19),1
435,political science,1
436,temporality,2
436,simultaneity,2
436,repetition (rhetorical device),2
436,soundscape,2
436,temporalities,1
436,stress (linguistics),1
436,futures contract,1
436,sociology,1
436,aesthetics,1
436,gender studies,1
437,sustainability reporting,2
437,corporate sustainability,2
437,divergence (linguistics),1
437,sustainability,1
437,business,1
437,accounting,1
437,ecology,1
437,philosophy,1
437,linguistics,1
437,biologydivergence (linguistics),1
438,international education,2
438,port (circuit theory),2
438,china,1
438,globe,1
438,government (linguistics),1
438,service (business),1
438,higher education,1
438,economic growth,1
438,political science,1
438,economy,1
439,international education,2
439,china,1
439,life satisfaction,1
439,mainland china,1
439,acculturation,1
439,industrial and organizational psychology,1
439,psychology,1
439,affect (linguistics),1
439,political science,1
439,higher education,1
440,social integration,2
440,attractiveness,1
440,higher education,1
440,public relations,1
440,international education,1
440,portuguese,1
440,political science,1
440,economic growth,1
440,sociology,1
440,psychology,1
441,study abroad,2
441,attractiveness,1
441,china,1
441,psychology,1
441,affect (linguistics),1
441,higher education,1
441,social psychology,1
441,economic growth,1
441,pedagogy,1
441,political science,1
442,pandemic,1
442,government (linguistics),1
442,china,1
442,psychology,1
442,anxiety,1
442,environmental health,1
442,business,1
442,mental health,1
442,economic growth,1
442,coronavirus disease 2019 (covid-19),1
443,attunement,1
443,affect (linguistics),1
443,psychology,1
443,language acquisition,1
443,pedagogy,1
443,china,1
443,vocational education,1
443,sociology,1
443,mathematics education,1
443,political science,1
444,elite,2
444,internationalization,1
444,china,1
444,feeling,1
444,international education,1
444,equity (law),1
444,political science,1
444,higher education,1
444,government (linguistics),1
444,politics,1
445,ontology,1
445,arabic,1
445,computer science,1
445,computer security,1
445,engineering,1
445,linguistics,1
445,epistemology,1
445,philosophy,1
446,computer science,1
446,architectural design,1
446,feature (linguistics),1
446,key (lock),1
446,feature selection,1
446,selection (genetic algorithm),1
446,quality (philosophy),1
446,artificial intelligence,1
446,machine learning,1
446,engineering,1
447,term (time),1
447,artificial intelligence,1
447,computer science,1
447,natural language processing,1
447,physics,1
447,quantum mechanics,1
448,computer science,1
448,artificial intelligence,1
448,convolutional neural network,1
448,pattern recognition (psychology),1
448,classifier (uml),1
448,deep learning,1
448,test set,1
448,machine learning,1
449,opioid use disorder,1
449,buprenorphine,1
449,intervention (counseling),1
449,medicine,1
449,mindfulness,1
449,population,1
449,adjunct,1
449,psychology,1
449,clinical psychology,1
449,physical therapy,1
450,sentiment analysis,2
450,methadone,1
450,buprenorphine,1
450,(+)-naloxone,1
450,thematic analysis,1
450,medicine,1
450,psychology,1
450,psychiatry,1
450,opioid,1
450,computer science,1
451,knowledge graph,2
451,spurious relationship,1
451,computer science,1
451,scalability,1
451,data mining,1
451,set (abstract data type),1
451,constraint (computer-aided design),1
451,reduction (mathematics),1
451,filter (signal processing),1
451,artificial intelligence,1
452,electroencephalography,1
452,computer science,1
452,artificial intelligence,1
452,pattern recognition (psychology),1
452,convolutional neural network,1
452,sensitivity (control systems),1
452,signal (programming language),1
452,speech recognition,1
452,machine learning,1
452,psychology,1
453,team-based learning,1
453,teamwork,1
453,psychology,1
453,medical education,1
453,perception,1
453,lifelong learning,1
453,narrative,1
453,pedagogy,1
453,mathematics education,1
453,medicine,1
454,flipped classroom,2
454,prosthodontics,2
454,attendance,1
454,confounding,1
454,multilevel model,1
454,affect (linguistics),1
454,randomized controlled trial,1
454,learning styles,1
454,medicine,1
454,psychology,1
455,likert scale,1
455,indonesian,1
455,structural equation modeling,1
455,psychology,1
455,coronavirus disease 2019 (covid-19),1
455,mathematics education,1
455,data collection,1
455,perception,1
455,scale (ratio),1
455,quality (philosophy),1
456,school district,2
456,dual purpose,2
456,dual language,1
456,the internet,1
456,dual (grammatical number),1
456,computer science,1
456,educational technology,1
456,multimedia,1
456,mathematics education,1
456,world wide web,1
457,formal learning,2
457,digital divide,2
457,latin americans,1
457,educational technology,1
457,social media,1
457,the internet,1
457,networked learning,1
457,public relations,1
457,government (linguistics),1
457,sociology,1
458,professional learning community,2
458,conceptual framework,2
458,social learning,2
458,foregrounding,1
458,social media,1
458,context (archaeology),1
458,psychology,1
458,pedagogy,1
458,professional development,1
458,sociology,1
459,online community,2
459,corporate governance,1
459,computer science,1
459,deliberation,1
459,government (linguistics),1
459,process (computing),1
459,public relations,1
459,knowledge management,1
459,reputation,1
459,set (abstract data type),1
460,punishment (psychology),2
460,harassment,2
460,embarrassment,2
460,punitive damages,1
460,league,1
460,anonymity,1
460,rhetoric,1
460,face (sociological concept),1
460,internet privacy,1
460,criminology,1
461,artificial intelligence,1
461,computer science,1
461,convolutional neural network,1
461,pixel,1
461,image quality,1
461,image (mathematics),1
461,pattern recognition (psychology),1
461,test set,1
461,set (abstract data type),1
461,deep learning,1
462,convolutional neural network,1
462,artificial intelligence,1
462,pattern recognition (psychology),1
462,computer science,1
462,wavelet,1
462,wavelet transform,1
463,problem-based learning,2
463,mathematics education,1
463,computational thinking,1
463,premise,1
463,perception,1
463,computer science,1
463,psychology,1
463,linguistics,1
463,philosophy,1
463,neurosciencecomputational thinking,1
464,computational thinking,3
464,educational robotics,2
464,computer science,2
464,mathematics education,2
464,psychology,2
464,paleontology,2
464,linguistics,2
464,philosophy,2
464,robotics,1
464,storytelling,1
465,programming language implementation,2
465,natural language programming,2
465,computer science,1
465,first-generation programming language,1
465,programming language,1
465,programming domain,1
465,programming paradigm,1
465,fifth-generation programming language,1
465,very high-level programming language,1
465,python (programming language),1
466,storytelling,1
466,computational thinking,1
466,robotics,1
466,narrative,1
466,reading (process),1
466,robot,1
466,mathematics education,1
466,test (biology),1
466,computer science,1
466,psychology,1
467,feature (linguistics),2
467,feature learning,2
467,computer science,1
467,artificial intelligence,1
467,deep learning,1
467,context (archaeology),1
467,machine learning,1
467,focus (optics),1
467,extractor,1
467,function (biology),1
468,big data,1
468,cloud computing,1
468,transparency (behavior),1
468,data science,1
468,accountability,1
468,exploit,1
468,computer science,1
468,context (archaeology),1
468,government (linguistics),1
468,open government,1
469,big data,1
469,knowledge management,1
469,context (archaeology),1
469,computer science,1
469,data science,1
469,decision support system,1
469,data quality,1
469,government (linguistics),1
469,business,1
469,data mining,1
470,signal (programming language),2
470,preprint,1
470,intensive care unit,1
470,computer science,1
470,unit (ring theory),1
470,artificial intelligence,1
470,speech recognition,1
470,medicine,1
470,psychology,1
470,intensive care medicine,1
471,competence (human resources),1
471,curriculum,1
471,terminology,1
471,higher education,1
471,originality,1
471,pedagogy,1
471,thematic analysis,1
471,psychology,1
471,engineering ethics,1
471,sociology,1
472,theme (computing),2
472,vietnamese,1
472,creativity,1
472,pedagogy,1
472,psychology,1
472,mathematics education,1
472,computer science,1
472,social psychology,1
472,philosophy,1
472,linguistics,1
473,creativity,2
473,novelty,2
473,psychology,2
473,qualitative property,2
473,computer science,2
473,social psychology,2
473,analogical reasoning,2
473,structuring,2
473,ideation,1
473,usability,1
474,preparedness,2
474,norwegian,2
474,pandemic,2
474,recreation,1
474,outbreak,1
474,geography,1
474,coronavirus disease 2019 (covid-19),1
474,baseline (sea),1
474,socioeconomics,1
474,status quo,1
475,urban green space,2
475,economic shortage,2
475,green infrastructure,2
475,green roof,2
475,gini coefficient,1
475,equity (law),1
475,sustainable development,1
475,offset (computer science),1
475,business,1
475,distribution (mathematics),1
476,spatial planning,2
476,environmental planning,1
476,urbanization,1
476,urban planning,1
476,land use,1
476,drainage,1
476,sustainable development,1
476,flood mitigation,1
476,land-use planning,1
476,business,1
477,feature (linguistics),2
477,handwriting recognition,2
477,handwriting,1
477,computer science,1
477,artificial intelligence,1
477,feature extraction,1
477,feature selection,1
477,pattern recognition (psychology),1
477,machine learning,1
477,speech recognition,1
478,affect (linguistics),1
478,context (archaeology),1
478,diversity (politics),1
478,architecture,1
478,cultural diversity,1
478,sociology,1
478,geography,1
478,data science,1
478,computer science,1
478,anthropology,1
479,overfitting,2
479,computer science,1
479,generative adversarial network,1
479,artificial intelligence,1
479,speech recognition,1
479,artificial neural network,1
479,deep learninggenerative adversarial network,1
480,leverage (statistics),2
480,emerging technologies,2
480,business,1
480,supply chain,1
480,sustainability,1
480,emerging markets,1
480,vietnamese,1
480,industrial organization,1
480,environmental economics,1
480,marketing,1
481,digital economy,2
481,barriers to entry,2
481,circular economy,1
481,corporate governance,1
481,business,1
481,process (computing),1
481,industrial organization,1
481,dimension (graph theory),1
481,government (linguistics),1
481,resource (disambiguation),1
482,delphi,2
482,pandemic,2
482,circular economy,2
482,digital economy,2
482,industry 4.0,2
482,delphi method,1
482,sustainability,1
482,government (linguistics),1
482,coronavirus disease 2019 (covid-19),1
482,business,1
483,unit (ring theory),1
483,process (computing),1
483,professional development,1
483,active learning (machine learning),1
483,quality (philosophy),1
483,psychology,1
483,instructional design,1
483,faculty development,1
483,medical education,1
483,computer science,1
484,apprenticeship,2
484,graduate education,2
484,graduate students,2
484,cognitive apprenticeship,1
484,cognition,1
484,medical education,1
484,pedagogy,1
484,psychology,1
484,engineering ethics,1
484,sociology,1
485,coronal plane,1
485,cone beam computed tomography,1
485,sagittal plane,1
485,convolutional neural network,1
485,artificial intelligence,1
485,medicine,1
485,computer science,1
485,medical imaging,1
485,radiation treatment planning,1
485,computed tomography,1
486,feature (linguistics),2
486,computer science,1
486,heuristic,1
486,dimensionality reduction,1
486,deep learning,1
486,key (lock),1
486,curse of dimensionality,1
486,transfer of learning,1
486,reduction (mathematics),1
486,computer engineering,1
487,polarimetry,1
487,interferometry,1
487,polarization (electrochemistry),1
487,computer science,1
487,image resolution,1
487,optics,1
487,convolutional neural network,1
487,physics,1
487,artificial intelligence,1
487,scattering,1
488,hyperspectral imaging,1
488,phenology,1
488,reflectivity,1
488,remote sensing,1
488,nitrogen,1
488,environmental science,1
488,fusion,1
488,artificial intelligence,1
488,content (measure theory),1
488,computer science,1
489,blessing,2
489,energy consumption,1
489,china,1
489,business,1
489,economic shortage,1
489,industrial organization,1
489,consumption (sociology),1
489,energy (signal processing),1
489,energy intensity,1
489,digital transformation,1
490,baseline (sea),2
490,chatbot,1
490,personalization,1
490,computer science,1
490,wearable computer,1
490,sleep (system call),1
490,software deployment,1
490,actigraphy,1
490,human–computer interaction,1
490,applied psychology,1
491,mobile social network,2
491,computer science,1
491,semantics (computer science),1
491,anonymity,1
491,computer security,1
491,the internet,1
491,privacy software,1
491,cluster analysis,1
491,information privacy,1
491,internet privacy,1
492,interactive kiosk,2
492,information overload,2
492,cognitive load,2
492,tracking (education),2
492,stress test,2
492,technostress,1
492,test (biology),1
492,stress (linguistics),1
492,computer science,1
492,cognition,1
493,context (archaeology),1
493,government (linguistics),1
493,coronavirus disease 2019 (covid-19),1
493,higher education,1
493,medical education,1
493,work (physics),1
493,distance education,1
493,pandemic,1
493,psychology,1
493,political science,1
494,documentation,1
494,equity (law),1
494,indonesian,1
494,computer science,1
494,data collection,1
494,knowledge management,1
494,quality (philosophy),1
494,mathematics education,1
494,psychology,1
494,political science,1
495,videoconferencing,2
495,social distance,1
495,coronavirus disease 2019 (covid-19),1
495,focus group,1
495,psychology,1
495,narrative,1
495,space (punctuation),1
495,medical education,1
495,multimedia,1
495,social psychology,1
496,unified theory of acceptance and use of technology,1
496,structural equation modeling,1
496,government (linguistics),1
496,information and communications technology,1
496,public relations,1
496,expectancy theory,1
496,task (project management),1
496,knowledge management,1
496,business,1
496,e-government,1
497,readability,1
497,reliability (semiconductor),1
497,rotator cuff,1
497,comprehension,1
497,quality (philosophy),1
497,reading (process),1
497,benchmark (surveying),1
497,medicine,1
497,class (philosophy),1
497,medical physics,1
498,work environment,2
498,institution,2
498,job satisfaction,1
498,work (physics),1
498,christian ministry,1
498,pleasure,1
498,psychology,1
498,affect (linguistics),1
498,islam,1
498,social psychology,1
499,empirical research,2
499,reciprocal,2
499,design thinking,1
499,normative,1
499,embodied cognition,1
499,perspective (graphical),1
499,sociology,1
499,cognition,1
499,action (physics),1
499,epistemology,1
500,contingency theory,2
500,internationalization,1
500,contingency,1
500,business,1
500,liability,1
500,industrial organization,1
500,relation (database),1
500,china,1
500,institutional theory,1
500,emerging markets,1
501,causation,1
501,narrative,1
501,ecosystem,1
501,entrepreneurship,1
501,perspective (graphical),1
501,ecology,1
501,sociology,1
501,epistemology,1
501,political science,1
501,computer science,1
502,unpacking,1
502,typology,1
502,investment (military),1
502,business,1
502,economics,1
502,sociology,1
502,political science,1
502,anthropology,1
502,philosophy,1
502,linguistics,1
503,value (mathematics),2
503,alliance,1
503,business,1
503,contingency,1
503,flexibility (engineering),1
503,industrial organization,1
503,business administration,1
503,marketing,1
503,economics,1
503,management,1
504,forgetting,1
504,computer science,1
504,bottleneck,1
504,von neumann architecture,1
504,artificial intelligence,1
504,artificial neural network,1
504,process (computing),1
504,embedded system,1
504,philosophy,1
504,linguistics,1
505,hyperparameter,2
505,feature (linguistics),2
505,interpretability,1
505,random forest,1
505,decision tree,1
505,machine learning,1
505,mean squared error,1
505,computer science,1
505,artificial intelligence,1
505,mathematics,1
506,categorical variable,2
506,data processing,2
506,feature (linguistics),2
506,computer science,1
506,data pre-processing,1
506,machine learning,1
506,feature selection,1
506,missing data,1
506,outlier,1
506,artificial intelligence,1
507,convolutional neural network,1
507,computer science,1
507,probabilistic logic,1
507,encoding (memory),1
507,quantization (signal processing),1
507,artificial intelligence,1
507,pattern recognition (psychology),1
507,algorithm,1
508,convolutional neural network,1
508,computer science,1
508,artificial intelligence,1
508,graph,1
508,pattern recognition (psychology),1
508,theoretical computer science,1
509,computer science,2
509,personalized learning,2
509,artificial intelligence,2
509,psychology,2
509,mathematics education,2
509,excellence,2
509,learning analytics,2
509,zone of proximal development,1
509,cognitive load,1
509,cognition,1
510,behavioral pattern,2
510,psychology,1
510,academic achievement,1
510,cognition,1
510,affect (linguistics),1
510,educational technology,1
510,mathematics education,1
510,computer science,1
510,software engineering,1
510,communication,1
511,video game,2
511,informal learning,2
511,digital video,2
511,empathy,1
511,game based learning,1
511,semiotics,1
511,psychology,1
511,dual (grammatical number),1
511,literacy,1
511,multimedia,1
512,vocabulary,1
512,computer science,1
512,vocabulary learning,1
512,psychology,1
512,working memory,1
512,game based learning,1
512,cognitive psychology,1
512,natural language processing,1
512,linguistics,1
512,mathematics education,1
513,nonprobability sampling,1
513,computer science,1
513,mathematics education,1
513,indonesian,1
513,documentation,1
513,test (biology),1
513,normality,1
513,data collection,1
513,psychology,1
513,population,1
514,vocabulary,1
514,mathematics education,1
514,test (biology),1
514,psychology,1
514,computer science,1
514,boosting (machine learning),1
514,artificial intelligence,1
514,linguistics,1
514,paleontology,1
514,philosophy,1
515,mnist database,1
515,computer science,1
515,overhead (engineering),1
515,reduction (mathematics),1
515,machine learning,1
515,artificial intelligence,1
515,distributed computing,1
515,set (abstract data type),1
515,convolutional neural network,1
515,task (project management),1
516,models of communication,2
516,federated learning,2
516,mnist database,1
516,computer science,1
516,overhead (engineering),1
516,convolutional neural network,1
516,distributed computing,1
516,artificial intelligence,1
516,relation (database),1
516,computation,1
517,computer science,1
517,human–computer interaction,1
517,voice activity detection,1
517,user interface,1
517,speech recognition,1
517,user experience design,1
517,interface (matter),1
517,user interface design,1
517,speech processing,1
517,multimedia,1
518,metadata,1
518,poverty,1
518,mobile phone,1
518,computer science,1
518,phone,1
518,world wide web,1
518,telecommunications,1
518,economics,1
518,economic growth,1
518,linguistics,1
519,leverage (statistics),2
519,discontinuity (linguistics),2
519,regression discontinuity design,1
519,exploit,1
519,extrapolation,1
519,agriculture,1
519,econometrics,1
519,economics,1
519,panel data,1
519,causal inference,1
520,random forest,1
520,feature (linguistics),1
520,computer science,1
520,decision tree,1
520,pattern recognition (psychology),1
520,artificial intelligence,1
520,machine learning,1
520,data mining,1
520,philosophy,1
520,linguisticsfeature (linguistics),1
521,preparedness,2
521,bachelor,2
521,accounting,1
521,curriculum,1
521,romanian,1
521,process (computing),1
521,psychology,1
521,political science,1
521,computer science,1
521,pedagogy,1
522,feature (linguistics),2
522,interpretability,1
522,feature selection,1
522,artificial intelligence,1
522,machine learning,1
522,computer science,1
522,data mining,1
522,algorithm,1
522,philosophy,1
522,linguisticsinterpretability,1
523,moderate-resolution imaging spectroradiometer,2
523,normalized difference vegetation index,1
523,mean squared error,1
523,vegetation (pathology),1
523,metric (unit),1
523,artificial neural network,1
523,time series,1
523,enhanced vegetation index,1
523,scale (ratio),1
523,environmental science,1
524,statistical classification,2
524,computer science,1
524,anomaly detection,1
524,machine learning,1
524,unsupervised learning,1
524,artificial intelligence,1
524,intrusion detection system,1
524,zero (linguistics),1
524,algorithm,1
524,data mining,1
525,stochastic gradient descent,2
525,deep neural networks,2
525,early stopping,2
525,initialization,1
525,generalization,1
525,regularization (linguistics),1
525,computer science,1
525,artificial intelligence,1
525,artificial neural network,1
525,gradient descent,1
526,value (mathematics),2
526,business value,2
526,repurposing,2
526,value proposition,2
526,unpacking,1
526,process (computing),1
526,computer science,1
526,knowledge management,1
526,resource (disambiguation),1
526,data science,1
527,health literacy,3
527,psychology,2
527,linguistics,2
527,medicine,2
527,health care,2
527,philosophy,2
527,urdu,2
527,equivalence (formal languages),1
527,construct (python library),1
527,natural language processing,1
528,health literacy,2
528,danish,1
528,vocational education,1
528,training (meteorology),1
528,medical education,1
528,literacy,1
528,psychology,1
528,population,1
528,environmental health,1
528,applied psychology,1
529,breast cancer screening,2
529,language barrier,2
529,health literacy,1
529,arabic,1
529,breast cancer,1
529,medicine,1
529,feeling,1
529,literacy,1
529,psychological intervention,1
529,family medicine,1
530,agreement,2
530,health professionals,2
530,health literacy,1
530,health care,1
530,literacy,1
530,medicine,1
530,psychology,1
530,family medicine,1
530,political science,1
530,pedagogy,1
531,cross-sectional study,2
531,vietnamese,2
531,health literacy,1
531,medicine,1
531,residence,1
531,health care,1
531,literacy,1
531,family medicine,1
531,gerontology,1
531,psychology,1
532,surgical oncology,2
532,worry,2
532,breast cancer screening,2
532,risk perception,2
532,medicine,1
532,breast cancer,1
532,danish,1
532,logistic regression,1
532,family medicine,1
532,gynecology,1
533,cognitive science,2
533,cognition,2
533,computer science,2
533,cognitive psychology,2
533,psychology,2
533,artificial intelligence,2
533,neuroscience,2
533,linguistics,2
533,amodal perception,2
533,event structure,2
534,syntactic structure,2
534,syntax,1
534,computer science,1
534,literal (mathematical logic),1
534,sort,1
534,rule-based machine translation,1
534,natural language processing,1
534,artificial intelligence,1
534,linguistics,1
534,inference,1
535,articulation (sociology),2
535,argument (complex analysis),2
535,meaning (existential),1
535,negation,1
535,psychology,1
535,syntax,1
535,linguistics,1
535,comprehension,1
535,focus (optics),1
535,cognitive psychology,1
536,trace (psycholinguistics),2
536,phone,1
536,independence (probability theory),1
536,computer science,1
536,representation (politics),1
536,matching (statistics),1
536,container (type theory),1
536,task (project management),1
536,garbage,1
536,artificial intelligence,1
537,engram,2
537,mental model,2
537,philosophy of science,1
537,philosophy of language,1
537,metaphysics,1
537,computer science,1
537,psychology,1
537,programming language,1
537,linguistics,1
537,cognitive science,1
538,perspective (graphical),1
538,psychology,1
538,cognitive psychology,1
538,theory of mind,1
538,cognitive science,1
538,linguistics,1
538,artificial intelligence,1
538,cognition,1
538,computer science,1
538,philosophy,1
539,grammar,1
539,computer science,1
539,chronesthesia,1
539,psychology,1
539,linguistics,1
539,psychiatry,1
539,cognition,1
539,philosophy,1
539,episodic memorychronesthesia,1
540,embodied cognition,1
540,meaning (existential),1
540,cognitive science,1
540,cognition,1
540,linguistics,1
540,formalism (music),1
540,cognitive linguistics,1
540,natural language,1
540,natural (archaeology),1
540,epistemology,1
541,feature (linguistics),2
541,phone,1
541,independence (probability theory),1
541,representation (politics),1
541,perception,1
541,computer science,1
541,task (project management),1
541,matching (statistics),1
541,artificial intelligence,1
541,cognitive psychology,1
542,pandemic,2
542,argument (complex analysis),2
542,social protection,2
542,safety net,1
542,government (linguistics),1
542,food safety,1
542,business,1
542,coronavirus disease 2019 (covid-19),1
542,political science,1
542,welfare,1
543,immigration,1
543,mental health,1
543,psychology,1
543,association (psychology),1
543,state (computer science),1
543,affect (linguistics),1
543,political science,1
543,gerontology,1
543,environmental health,1
543,medicine,1
544,immigration,1
544,legal consciousness,1
544,variety (cybernetics),1
544,space (punctuation),1
544,consciousness,1
544,state (computer science),1
544,sociology,1
544,destinations,1
544,law,1
544,political science,1
545,migration studies,2
545,materialism,2
545,assimilation (phonology),2
545,cultural assimilation,2
545,racialization,1
545,sociology,1
545,autonomy,1
545,subordination (linguistics),1
545,gender studies,1
545,politics,1
546,criminalization,2
546,institutional racism,2
546,racism,1
546,politics,1
546,gender studies,1
546,political science,1
546,geopolitics,1
546,corporate governance,1
546,sociology,1
546,neglect,1
547,swot analysis,2
547,vocational education,1
547,virtual reality,1
547,apprenticeship,1
547,context (archaeology),1
547,usability,1
547,computer science,1
547,entertainment,1
547,mixed reality,1
547,engineering,1
548,thematic analysis,1
548,context (archaeology),1
548,focus group,1
548,pedagogy,1
548,sociology,1
548,discourse analysis,1
548,teacher education,1
548,conversation,1
548,social media,1
548,grounded theory,1
549,feature (linguistics),2
549,discriminative model,2
549,bilinear interpolation,1
549,welding,1
549,materials science,1
549,keyhole,1
549,artificial intelligence,1
549,feature extraction,1
549,computer science,1
549,computer vision,1
550,pragmatism,2
550,mainstream,2
550,positivism,2
550,warrant,2
550,epistemology,1
550,causality (physics),1
550,critical realism (philosophy of perception),1
550,relevance (law),1
550,narrative,1
550,heuristic,1
551,sociotechnical system,2
551,civil society,2
551,normative,1
551,transformative learning,1
551,government (linguistics),1
551,transition (genetics),1
551,sociology,1
551,normative model of decision-making,1
551,public administration,1
551,action (physics),1
552,energy poverty,2
552,rural electrification,1
552,electrification,1
552,renewable energy,1
552,operationalization,1
552,government (linguistics),1
552,narrative,1
552,poverty,1
552,economic system,1
552,sustainable development,1
553,narrative,1
553,aviation,1
553,agency (philosophy),1
553,sustainability,1
553,transition (genetics),1
553,perspective (graphical),1
553,function (biology),1
553,political science,1
553,mechanism (biology),1
553,business,1
554,transition (genetics),1
554,energy transition,1
554,government (linguistics),1
554,energy (signal processing),1
554,political science,1
554,process (computing),1
554,diversity (politics),1
554,economic system,1
554,coal,1
554,political economy,1
555,artificial intelligence,1
555,deep learning,1
555,computer science,1
555,machine learning,1
555,workflow,1
555,software deployment,1
555,health care,1
555,convolutional neural network,1
555,bridging (networking),1
555,data science,1
556,rubric,2
556,reflective practice,2
556,grading (engineering),2
556,reflective writing,1
556,mathematics education,1
556,critical thinking,1
556,narrative,1
556,reflection (computer programming),1
556,pedagogy,1
556,psychology,1
557,metacognition,1
557,islam,1
557,critical thinking,1
557,mathematics education,1
557,psychology,1
557,process (computing),1
557,acronym,1
557,relation (database),1
557,computer science,1
557,linguistics,1
558,generative grammar,1
558,computer science,1
558,artificial intelligence,1
558,management science,1
558,natural language processing,1
558,engineering,1
559,vocabulary,1
559,entertainment,1
559,language acquisition,1
559,computer science,1
559,vocabulary development,1
559,multimedia,1
559,mathematics education,1
559,game based learning,1
559,psychology,1
559,teaching method,1
560,protocol analysis,2
560,cognitive strategy,2
560,tutor,2
560,psychology,1
560,vocabulary,1
560,think aloud protocol,1
560,comprehension,1
560,cognition,1
560,mathematics education,1
560,cognitive psychology,1
561,class (philosophy),1
561,computer science,1
561,english language,1
561,linguistics,1
561,mathematics education,1
561,psychology,1
561,artificial intelligence,1
561,philosophy,1
562,computer science,1
562,language acquisition,1
562,educational technology,1
562,mathematics education,1
562,experiential learning,1
562,comprehension approach,1
562,linguistics,1
562,natural language processing,1
562,psychology,1
562,natural language,1
563,indonesian,1
563,psychology,1
563,language proficiency,1
563,english as a foreign language,1
563,english language,1
563,foreign language,1
563,language acquisition,1
563,mathematics education,1
563,medical education,1
563,computer science,1
564,computer science,1
564,c4.5 algorithm,1
564,artificial intelligence,1
564,intrusion detection system,1
564,random forest,1
564,naive bayes classifier,1
564,support vector machine,1
564,machine learning,1
564,residual,1
564,convolutional neural network,1
565,knowledge graph,2
565,graph embedding,2
565,embedding,1
565,correctness,1
565,computer science,1
565,leverage (statistics),1
565,graph,1
565,theoretical computer science,1
565,artificial intelligence,1
565,data mining,1
566,dynamics (music),1
566,curriculum,1
566,government (linguistics),1
566,multiculturalism,1
566,political science,1
566,key (lock),1
566,engineering ethics,1
566,sociology,1
566,pedagogy,1
566,public relations,1
567,transformative learning,1
567,indonesian,1
567,psychology,1
567,mathematics education,1
567,computer science,1
567,pedagogy,1
567,linguistics,1
567,philosophytransformative learning,1
568,repetition (rhetorical device),2
568,exposition (narrative),2
568,invocation,2
568,appropriation,1
568,conversation,1
568,meaning (existential),1
568,psychology,1
568,mathematics education,1
568,linguistics,1
568,sociology,1
569,medicine,1
569,critically ill,1
569,affect (linguistics),1
569,intensive care,1
569,quality (philosophy),1
569,process (computing),1
569,medline,1
569,family medicine,1
569,nursing,1
569,medical emergency,1
570,receipt,1
570,poverty,1
570,health care,1
570,nursing,1
570,medicine,1
570,affect (linguistics),1
570,health equity,1
570,palliative care,1
570,psychology,1
570,family medicine,1
571,palliative care,2
571,medicine,2
571,grounded theory,2
571,nursing,2
571,limiting,2
571,mindset,2
571,narrative,2
571,end-of-life care,2
571,qualitative research,2
571,psychology,2
572,reinforcement learning,1
572,computer science,1
572,artificial intelligence,1
572,context (archaeology),1
572,artificial neural network,1
572,deep learning,1
572,interference (communication),1
572,deep neural networks,1
572,machine learning,1
572,regularization (linguistics),1
573,computer science,1
573,information retrieval,1
573,search engine indexing,1
573,precision and recall,1
573,natural language processing,1
573,ranking (information retrieval),1
573,artificial intelligence,1
573,controlled vocabulary,1
573,recall,1
573,psychology,1
574,structural holes,2
574,gender gap,2
574,star (game theory),2
574,opportunity structures,2
574,disadvantage,1
574,affect (linguistics),1
574,extant taxon,1
574,interpersonal ties,1
574,sociology,1
574,social capital,1
575,intersectionality,2
575,transformative learning,2
575,invisibility,1
575,harm,1
575,sociology,1
575,gender studies,1
575,diversity (politics),1
575,power (physics),1
575,narrative,1
575,psychology,1
576,collective action,2
576,inclusion (mineral),1
576,diversity (politics),1
576,context (archaeology),1
576,political science,1
576,dissent,1
576,government (linguistics),1
576,public relations,1
576,equity (law),1
576,higher education,1
577,complicity,2
577,intersectionality,1
577,narrative,1
577,gender studies,1
577,narrative inquiry,1
577,racism,1
577,population,1
577,black women,1
577,medical education,1
577,sociology,1
578,presupposition,2
578,hybridity,2
578,intersectionality,1
578,semiotics,1
578,sociology,1
578,gender studies,1
578,identity (music),1
578,ideology,1
578,linguistics,1
578,creole language,1
579,ethnic group,1
579,race (biology),1
579,diversity (politics),1
579,prestige,1
579,inclusion (mineral),1
579,representation (politics),1
579,human capital,1
579,psychology,1
579,sociology,1
579,social psychology,1
580,german,1
580,race (biology),1
580,sociology,1
580,gender studies,1
580,management,1
580,philosophy,1
580,linguistics,1
580,economics,1
581,creative destruction,2
581,2019-20 coronavirus outbreak,2
581,economic recovery,2
581,pandemic,1
581,coronavirus disease 2019 (covid-19),1
581,czech,1
581,business,1
581,political science,1
581,economic growth,1
581,economics,1
582,convolutional neural network,1
582,radiography,1
582,artificial intelligence,1
582,implant,1
582,recall,1
582,task (project management),1
582,dentistry,1
582,classifier (uml),1
582,computer science,1
582,deep learning,1
583,line (geometry),2
583,gaze,1
583,reading (process),1
583,computer science,1
583,eye tracking,1
583,reading aloud,1
583,comprehension,1
583,task (project management),1
583,low vision,1
583,reading comprehension,1
584,computer science,1
584,web page,1
584,context (archaeology),1
584,personalization,1
584,gesture,1
584,interface (matter),1
584,user interface,1
584,world wide web,1
584,magnification,1
584,human–computer interaction,1
585,reading (process),1
585,low vision,1
585,magnification,1
585,chart,1
